"Sponsor ID","Honorand ID","Inscription ID","Sponsor Name","Sponsor Category","Sponsor Origin","Sponsor Gender","Sponsor Type","Sponsor Class","Sponsor Athenian Citizenship","Sponsor Roman Citizenship","Sponsor Family","Sponsor Extended Family","Sponsor Demotic","Sponsor Uncertain Person","Honorand Name","Honorand Category","Honorand Origin","Honorand Gender","Honorand Type","Honorand Class","Honorand Athenian Citizenship","Honorand Roman Citizenship","Honorand Family","Honorand Extended Family","Honorand Uncertain Person","Honorand Demotic","Inscription","Object Type","Inscription Type","Likely Site","Date","Date Span"
"1000","2251","455","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","L. Vipsanius Lailianos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai","Base","Dedication","","145","10"
"1002","2264","696","Demos","Athenian","Athens","","Public","Institution","","","","","","","Emperor Marcus Aurelius","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of the Brotherly Emperors, Dedicated By the Polis During the Epimelitea of Herodes","Base","Dedication","","171","10"
"1001","2264","696","Boule","Athenian","Athens","","Public","Institution","","","","","","","Emperor Marcus Aurelius","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of the Brotherly Emperors, Dedicated By the Polis During the Epimelitea of Herodes","Base","Dedication","","171","10"
"1000","2264","696","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Emperor Marcus Aurelius","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of the Brotherly Emperors, Dedicated By the Polis During the Epimelitea of Herodes","Base","Dedication","","171","10"
"1002","2264","695","Demos","Athenian","Athens","","Public","Institution","","","","","","","Emperor Marcus Aurelius","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","","171","10"
"1001","2264","695","Boule","Athenian","Athens","","Public","Institution","","","","","","","Emperor Marcus Aurelius","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","","171","10"
"1000","2264","695","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Emperor Marcus Aurelius","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","","171","10"
"1005","2280","470","Sophiai","Other","Other","","Private","Institution","","","","","","","Klementiane","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Klementiane, Daughter of Arrian","Base","Dedication","","175","50"
"1002","2286","691","Demos","Athenian","Athens","","Public","Institution","","","","","","","Sergius Salvidius Scipio Orfitus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1001","2286","691","Boule","Athenian","Athens","","Public","Institution","","","","","","","Sergius Salvidius Scipio Orfitus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1000","2286","691","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Sergius Salvidius Scipio Orfitus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1002","2287","692","Demos","Athenian","Athens","","Public","Institution","","","","","","","Calpurnia L. Lepida","Roman","Rome","Female","","Person","f","t","","","f","","Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1001","2287","692","Boule","Athenian","Athens","","Public","Institution","","","","","","","Calpurnia L. Lepida","Roman","Rome","Female","","Person","f","t","","","f","","Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1000","2287","692","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Calpurnia L. Lepida","Roman","Rome","Female","","Person","f","t","","","f","","Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1002","2288","693","Demos","Athenian","Athens","","Public","Institution","","","","","","","Sergius Calpurnius Scipio Orfitus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1001","2288","693","Boule","Athenian","Athens","","Public","Institution","","","","","","","Sergius Calpurnius Scipio Orfitus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1000","2288","693","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Sergius Calpurnius Scipio Orfitus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1002","2289","694","Demos","Athenian","Athens","","Public","Institution","","","","","","","L. Calpurnius Piso","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1001","2289","694","Boule","Athenian","Athens","","Public","Institution","","","","","","","L. Calpurnius Piso","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1000","2289","694","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","L. Calpurnius Piso","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos","Base","Dedication","South Wall","155","10"
"1002","2300","695","Demos","Athenian","Athens","","Public","Institution","","","","","","","Emperor L. Verus","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","","171","10"
"1001","2300","695","Boule","Athenian","Athens","","Public","Institution","","","","","","","Emperor L. Verus","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","","171","10"
"1000","2300","695","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Emperor L. Verus","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes","Base","Dedication","","171","10"
"1002","2302","483","Demos","Athenian","Athens","","Public","Institution","","","","","","","T. Kl. Hierophant Alkibiadou","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades","Base","Dedication","Before the Telestrion","167","10"
"1001","2302","483","Boule","Athenian","Athens","","Public","Institution","","","","","","","T. Kl. Hierophant Alkibiadou","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades","Base","Dedication","Before the Telestrion","167","10"
"1000","2302","483","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","T. Kl. Hierophant Alkibiadou","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades","Base","Dedication","Before the Telestrion","167","10"
"1000","2312","487","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","T. Fl. Euthykomas","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for T. Fl. Euthykomas Paianieus","Altar","Dedication","","166","10"
"1000","2318","488","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","T. Fl. Menandros Paianieus","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for T. Fl. Menandros Paianieus","Stele","Dedication","South Wall","166","10"
"1015","2321","490","Eumolpidai","Eleusinian","Eleusis","","Genos","Institution","","","","","","","M. Iul Apellas","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai","Altar","Dedication","Before the Telestrion","170","10"
"1000","2321","490","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","M. Iul Apellas","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai","Altar","Dedication","Before the Telestrion","170","10"
"1012","2325","491","Panhellenes","Panhellenic","Other","","Public","Institution","","","","","","","Xenion","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Fl. Xenion of Marathon, Archon of the Panhellenes","Altar","Dedication","","170","10"
"1002","2326","492","Demos","Athenian","Athens","","Public","Institution","","","","","","","Iul. Apollodotos Meliteus","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex","Altar","Dedication","Before the Telestrion","170","10"
"1001","2326","492","Boule","Athenian","Athens","","Public","Institution","","","","","","","Iul. Apollodotos Meliteus","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex","Altar","Dedication","Before the Telestrion","170","10"
"1000","2326","492","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Iul. Apollodotos Meliteus","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex","Altar","Dedication","Before the Telestrion","170","10"
"1000","2328","493","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Ail. Kephisodora","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades","Building or Monument","Dedication","","170","10"
"1002","2339","503","Demos","Athenian","Athens","","Public","Institution","","","","","","","L. Memmius Altar-Priest","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Memmios, Altar-Priest, of Thorikos","Other/Fragment","Dedication","Before the Telestrion","178.5","3"
"1001","2339","503","Boule","Athenian","Athens","","Public","Institution","","","","","","","L. Memmius Altar-Priest","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Memmios, Altar-Priest, of Thorikos","Other/Fragment","Dedication","Before the Telestrion","178.5","3"
"1000","2339","503","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","L. Memmius Altar-Priest","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for L. Memmios, Altar-Priest, of Thorikos","Other/Fragment","Dedication","Before the Telestrion","178.5","3"
"1002","2386","517","Demos","Athenian","Athens","","Public","Institution","","","","","","","Emperor Septimius Severus","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base(?) for an Unknown Individual","Base","Dedication","","202","18"
"1002","2391","522","Demos","Athenian","Athens","","Public","Institution","","","","","","","Nikostrate Meneou","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate","Base","Dedication","","187.5","25"
"1000","2391","522","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Nikostrate Meneou","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate","Base","Dedication","","187.5","25"
"1000","2417","528","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Iun. Agathopodos","Athenian","Athens","Female","","Person","t","t","","","f","","Herm Honoring Demetrios Apolloniou Marathonios","Base","Dedication","","150.5","99"
"1000","2418","529","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Demetrios Apolloniou","Athenian","Athens","Male","","Person","t","f","","","f","","Herm Honoring Demetrios Apolloniou Marathonios","Base","Dedication","","150.5","99"
"1016","2431","551","Kerykes","Eleusinian","Eleusis","","Genos","Institution","","","","","","","Poll[io]n[a?], Hearth-Initiate","Athenian","Athens","Female","","Person","t","t","","","f","","Large Monument in Honor of an Unknown Hearth-Initiate","Base","Dedication","","150.5","99"
"1002","2432","558","Demos","Athenian","Athens","","Public","Institution","","","","","","","Son or Daughter of a [N]um[ius]","Athenian","Athens","Uncertain","","Person","t","t","","","f","","Statue Base for an Unknown Son or Daughter of a Nummios","Building or Monument","Dedication","","150.5","99"
"1001","2432","558","Boule","Athenian","Athens","","Public","Institution","","","","","","","Son or Daughter of a [N]um[ius]","Athenian","Athens","Uncertain","","Person","t","t","","","f","","Statue Base for an Unknown Son or Daughter of a Nummios","Building or Monument","Dedication","","150.5","99"
"1000","2432","558","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Son or Daughter of a [N]um[ius]","Athenian","Athens","Uncertain","","Person","t","t","","","f","","Statue Base for an Unknown Son or Daughter of a Nummios","Building or Monument","Dedication","","150.5","99"
"1000","2434","587","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","T. Fl. Ateimetos Peiraieus","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate","Column/Herm","Dedication","","250.5","99"
"1020","2439","588","Praxiergidai","Athenian","Athens","","Genos","Institution","","","","","","","Sabeiniane Hamillo","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","","250.5","99"
"1002","2439","588","Demos","Athenian","Athens","","Public","Institution","","","","","","","Sabeiniane Hamillo","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","","250.5","99"
"1001","2439","588","Boule","Athenian","Athens","","Public","Institution","","","","","","","Sabeiniane Hamillo","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","","250.5","99"
"1000","2439","588","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Sabeiniane Hamillo","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","","250.5","99"
"1000","2461","623","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Sekoundos the Eumolpid","Roman","Rome","Male","","Person","t","t","","","f","","Statue Base for a Sekoundos, Eumolpid","Base","Dedication","","200","10"
"1013","2463","624","Sacred Gerousia","Panhellenic","Other","","Public","Institution","","","","","","","M. Aur. Prosdektos Pistokrates","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen","Base","Dedication","Before the Telestrion","200","10"
"1002","2475","630","Demos","Athenian","Athens","","Public","Institution","","","","","","","Fl. Plautianos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Ful. Plautianos","Base","Dedication","Before the Telestrion","204","2"
"1001","2475","630","Boule","Athenian","Athens","","Public","Institution","","","","","","","Fl. Plautianos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Ful. Plautianos","Base","Dedication","Before the Telestrion","204","2"
"1000","2475","630","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Fl. Plautianos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Ful. Plautianos","Base","Dedication","Before the Telestrion","204","2"
"1002","2477","632","Demos","Athenian","Athens","","Public","Institution","","","","","","","Kl. Menandra II","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos","Base","Dedication","Before the Telestrion","210","10"
"1001","2477","632","Boule","Athenian","Athens","","Public","Institution","","","","","","","Kl. Menandra II","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos","Base","Dedication","Before the Telestrion","210","10"
"1000","2477","632","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Kl. Menandra II","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos","Base","Dedication","Before the Telestrion","210","10"
"1000","2478","633","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Roupheina","Roman","Rome","Female","","Person","f","t","","","f","","Statue Base for Rouphenia, Mother of Iul. the Hierokeryx","Base","Dedication","","217.5","15"
"1000","2481","634","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Ptolemais Serenou Gaza","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Ptolemaios, Son of Serenos of Gaza","Base","Dedication","","206.5","11"
"1000","2482","635","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Aur. Magna","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Aur. Magna, Hearth-Initiate","Base","Dedication","","217","10"
"1001","2486","636","Boule","Athenian","Athens","","Public","Institution","","","","","","","Aur. Paramona Paramonou","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Aur. Paramona, Daughter of Aur. Paramonos of Lamptrai, Heath-Initiate","Base","Dedication","","217","10"
"1002","2503","645","Demos","Athenian","Athens","","Public","Institution","","","","","","","Casianus Hierokeryx","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Kassianos, Hierokeryx","Base","Dedication","Before the Telestrion","236","10"
"1001","2503","645","Boule","Athenian","Athens","","Public","Institution","","","","","","","Casianus Hierokeryx","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Kassianos, Hierokeryx","Base","Dedication","Before the Telestrion","236","10"
"1000","2503","645","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Casianus Hierokeryx","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Kassianos, Hierokeryx","Base","Dedication","Before the Telestrion","236","10"
"1002","2517","654","Demos","Athenian","Athens","","Public","Institution","","","","","","","Aerarius Sospatros, Daduch","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Aerarios Sosipatros, Daduch","Base","Dedication","","275","50"
"1001","2517","654","Boule","Athenian","Athens","","Public","Institution","","","","","","","Aerarius Sospatros, Daduch","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Aerarios Sosipatros, Daduch","Base","Dedication","","275","50"
"1000","2517","654","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Aerarius Sospatros, Daduch","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Aerarios Sosipatros, Daduch","Base","Dedication","","275","50"
"1002","2533","660","Demos","Athenian","Athens","","Public","Institution","","","","","","","Emperor Maximianus","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Emperors Diocletian and Maximianus","Base","Dedication","","295.5","19"
"2005","2001","268","Eurydike","Athenian","Athens","Female","","Person","t","f","","","Halai Aixonides","f","Ameinokleia Philanthou","Athenian","Athens","Female","","Person","t","f","","","f","Phyle","Statue Base for Ameinokleia Philanthou Phylasiou","Base","Dedication","","-87.5","25"
"2004","2001","268","Diopeithes","Athenian","Athens","Male","","Person","t","f","","","Halai Aixonides","f","Ameinokleia Philanthou","Athenian","Athens","Female","","Person","t","f","","","f","Phyle","Statue Base for Ameinokleia Philanthou Phylasiou","Base","Dedication","","-87.5","25"
"2003","2001","268","Philanthes","Athenian","Athens","Male","","Person","t","f","","","Halai Aixonides","f","Ameinokleia Philanthou","Athenian","Athens","Female","","Person","t","f","","","f","Phyle","Statue Base for Ameinokleia Philanthou Phylasiou","Base","Dedication","","-87.5","25"
"2002","2001","268","Theophilos","Athenian","Athens","Male","","Person","t","f","","","Halai Aixonides","f","Ameinokleia Philanthou","Athenian","Athens","Female","","Person","t","f","","","f","Phyle","Statue Base for Ameinokleia Philanthou Phylasiou","Base","Dedication","","-87.5","25"
"2008","2006","269","[?] Mother","Athenian","Athens","Female","","Person","t","f","","","","t","[?] Heath-Initiate","Athenian","Athens","Uncertain","","Person","t","f","","","t","","Statue Base for an Unknown Hearth-Initiate","Base","Dedication","","-87.5","25"
"2007","2006","269","[?] Father","Athenian","Athens","Male","","Person","t","f","","","","t","[?] Heath-Initiate","Athenian","Athens","Uncertain","","Person","t","f","","","t","","Statue Base for an Unknown Hearth-Initiate","Base","Dedication","","-87.5","25"
"2010","2011","270","Epiphaneia Hermolykou","Athenian","Athens","Female","","Person","t","f","","","Marathon","f","Epiphaneia II Athenagorou","Athenian","Athens","Female","","Person","t","f","Athenagoridai","","f","Melite","Statue Base for Epiphaneia, Daughter of Athenagoras Meliteus","Base","Dedication","","-85","10"
"2009","2011","270","Dionysios Dionysiou","Athenian","Athens","Male","","Person","t","f","","","Sphettos","f","Epiphaneia II Athenagorou","Athenian","Athens","Female","","Person","t","f","Athenagoridai","","f","Melite","Statue Base for Epiphaneia, Daughter of Athenagoras Meliteus","Base","Dedication","","-85","10"
"2020","2021","273","Diphila Diokleous","Athenian","Athens","Female","","Person","t","f","Medeiotes","","Melite","f","Timothea Medeiou","Athenian","Athens","Female","","Person","t","f","Medeiotes","","f","Peiraieus","Statue Base for Timothea, Daughter of Medeios Medeiou Peiraieus","Stele","Dedication","","-70","10"
"2019","2021","273","Medeios Medeiou","Athenian","Athens","Male","","Person","t","f","Medeiotes","","Peiraieus","f","Timothea Medeiou","Athenian","Athens","Female","","Person","t","f","Medeiotes","","f","Peiraieus","Statue Base for Timothea, Daughter of Medeios Medeiou Peiraieus","Stele","Dedication","","-70","10"
"2024","2025","277","Ktesikleia Apollonioiu","Athenian","Athens","Female","","Person","t","f","","","","f","Sophokles Xenokleous","Athenian","Athens","Male","","Person","t","f","","","f","Akharnai","Statue Base for Sophokles Xenokleous Acharneus, Daduch","Base","Dedication","","-50","20"
"2042","2043","675","Khrysothemis Phaidrou","Athenian","Athens","Female","","Person","t","f","Lysiadidai","","Berenikidai","f","Phaidros Lysiadou","Athenian","Athens","Male","","Person","t","f","","","f","Berenikidai","Statue Base of Phaidros Lysiadrou Berenikides, Dedicated by his Daughter Khrysothemis Phaidrou Berenikides","Base","Dedication","","-40","10"
"2042","2044","676","Khrysothemis Phaidrou","Athenian","Athens","Female","","Person","t","f","Lysiadidai","","Berenikidai","f","Pomponianus Atticus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base of Q. Caecilius Pomponianus Atticus, Dedicated by Khrysothemis Phaidrou Berenikides","Base","Dedication","","-40","10"
"2050","2052","297","Kallikratides Syndromou","Athenian","Athens","Male","","Person","t","f","","","","f","Augustus","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for Augustus Caesar as Zeus Boulaios","Base","Dedication","","-22","10"
"2057","2055","299","Ladameia Lysandrou","Athenian","Athens","Female","","Person","t","f","","","Peiraieus","f","Lamidion Apolexidos","Athenian","Athens","Male","","Person","t","f","","","f","Oion","Statue Base for Lamidion. Daughter of Apolexis Ex Oiou, Hearth-Initiate","Base","Dedication","","-25","10"
"2056","2055","299","Apolexis I","Athenian","Athens","Male","","Person","t","f","","","Oion","f","Lamidion Apolexidos","Athenian","Athens","Male","","Person","t","f","","","f","Oion","Statue Base for Lamidion. Daughter of Apolexis Ex Oiou, Hearth-Initiate","Base","Dedication","","-25","10"
"2109","2110","307","Phainarete Att[.]","Athenian","Athens","Female","","Person","t","f","","","","t","Diotima","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for Diotima, Hearth-Initiate","Base","Dedication","","-50.5","99"
"2108","2110","307","[.]kleides","Athenian","Athens","Male","","Person","t","f","","","","t","Diotima","Athenian","Athens","Female","","Person","t","f","","","f","","Statue Base for Diotima, Hearth-Initiate","Base","Dedication","","-50.5","99"
"2130","2129","331","Theophilos Eudoxou","Athenian","Athens","Male","","Person","t","f","","","","f","Emperor Tiberius","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for Emperor Tiberius","Base","Dedication","","25.5","23"
"2139","2138","344","Eimertos Polykharmos","Athenian","Athens","Male","","Person","t","f","","","","f","Polykharmos Eukleous","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Polycharmos Eukleous Marathonios, High Priest of Tiberius","Base","Dedication","Before the Telestrion","33.5","7"
"2151","2152","354","Ti. Kl. Eukles Sostratou","Athenian","Athens","Male","","Person","t","t","","","","f","Iulia Agrippina","Roman","Rome","Female","","Person","f","t","","","f","","Architrave with Dedication by Tiberius Klaudios Eukles Sostratou, Priest of Iulia Agrippina Sebaste","Building or Monument","Dedication","","54.5","9"
"2155","2156","357","G. Iul. Polkhos Sounieus","Athenian","Athens","Male","","Person","t","t","","","","f","Ti. Kl. Demostratos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Tiberius Klaudios Demostratos Ti. Klaudii Neikotelous Sounieus, Hearth Initiate","Base","Dedication","","55","10"
"2160","2159","358","Kl. [?] Asklepiodorou","Athenian","Athens","Male","","Person","t","t","","","","t","Kl. Asklepiodoros","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Klaudios Asklepiodoros Gargettios","Base","Dedication","","55","10"
"2164","2163","363","[?] Imperial Priest","Athenian","Athens","Male","","Person","t","f","","","","t","[?] Emperor","Imperial Family Member","Rome","Male","","Person","f","t","","","t","","Entablature","Base","Dedication","Before the Telestrion","99","78"
"2165","2166","364","Ti. Kl. Hipparkhos Herodou","Athenian","Athens","Male","","Person","t","t","","","","f","Kl. Alkia","Athenian","Athens","Female","","Person","t","t","","","f","","Monument for Klaudia Alkia","Base","Dedication","","65","10"
"2168","2167","365","Fl. Sophia","Athenian","Athens","Female","","Person","t","t","","","","f","T. Fl. Sophokles T. Fl. Kononos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Titus Flavius Sophokles T. Flavii Kononos Sounieus","Base","Dedication","","75","10"
"2168","2167","367","Fl. Sophia","Athenian","Athens","Female","","Person","t","t","","","","f","T. Fl. Sophokles T. Fl. Kononos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Titus Flavius Sophokles Kononos Sounieus","Base","Dedication","","77.5","5"
"2168","2169","366","Fl. Sophia","Athenian","Athens","Female","","Person","t","t","","","","f","T. Fl. Konon Kononos","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Titus Flavius Konon Kononos Sounieus","Base","Dedication","","77.5","5"
"2172","2171","370","P. Fulvius Metrodoros","Athenian","Athens","Male","","Person","t","t","","","","f","P. Fulvius Maximos Sounieus","Athenian","Athens","Male","","Person","t","t","","","f","","Statue Base for Publius Fulvius Metrodoros, Hearth-Initiate","Base","Dedication","","85","10"
"2174","2173","371","T. Kl. Lysiades Patronos","Athenian","Athens","Male","","Person","t","t","","","","f","Kl. Philoxena Patronos","Athenian","Athens","Female","","Person","t","t","","","f","","Statue Base for Klaudia Philoxena, Hierophantis","Base","Dedication","","97.5","15"
"2178","2176","373","Kl. [?] Mother of Seilianos","Athenian","Athens","Male","","Person","t","t","","","","t","G. Kl. Seilianos Polykritos","Athenian","Athens","Male","","Person","t","t","","","f","","G. Kl. Seilianos Polykritos, Hearth-Initiate","Building or Monument","Dedication","","97.5","15"
"2177","2176","373","Kl. [?] Father of Seilianos","Athenian","Athens","Male","","Person","t","t","","","","t","G. Kl. Seilianos Polykritos","Athenian","Athens","Male","","Person","t","t","","","f","","G. Kl. Seilianos Polykritos, Hearth-Initiate","Building or Monument","Dedication","","97.5","15"
