"Sponsor ID","Honorand ID","Inscription ID","Sponsor Name","Sponsor Category","Sponsor Origin","Sponsor Gender","Sponsor Type","Sponsor Class","Sponsor Athenian Citizenship","Sponsor Roman Citizenship","Sponsor Family","Sponsor Extended Family","Sponsor Demotic","Sponsor Uncertain Person","Honorand Name","Honorand Category","Honorand Origin","Honorand Gender","Honorand Type","Honorand Class","Honorand Athenian Citizenship","Honorand Roman Citizenship","Honorand Family","Honorand Extended Family","Honorand Uncertain Person","Honorand Demotic","Inscription","Object Type","Inscription Type","Likely Site","Date","Date Span"
"1001","2030","283","Boule","Athenian","Athens","","Public","Institution","","","","","","","[?] Heath-Initiate","Athenian","Athens","Uncertain","","Person","t","f","","","f","","Statue Base for an Unknown Hearth-Initiate","Base","Dedication","Between the Propylaea","-50","20"
"1002","2032","285","Demos","Athenian","Athens","","Public","Institution","","","","","","","[?] Daduch from Hagnous","Athenian","Athens","Male","","Person","t","f","Themistokleidai","","f","Hagnous","Statue Base for an Unknown Daduch of Hagnous","Base","Dedication","","-40","20"
"1002","2033","286","Demos","Athenian","Athens","","Public","Institution","","","","","","","Dionysios Athenagorou","Athenian","Athens","Male","","Person","t","f","Athenagoridai","","f","Melite","Statue Base for Dionysios Athenagorou Meliteus","Base","Dedication","Between the Propylaea","-37.5","25"
"1002","2037","288","Demos","Athenian","Athens","","Public","Institution","","","","","","","[?] Hierophantis Amphiou","Athenian","Athens","Female","","Person","t","f","","","f","","State Base for Hierophantis Amphiou Philadou","Base","Dedication","","-32.5","35"
"1002","2038","289","Demos","Athenian","Athens","","Public","Institution","","","","","","","L. Munatius Plancus","Roman","Rome","Male","","Person","f","t","","","f","","Statue Base for Lucius Munatius Plancus","Base","Dedication","South Wall","-36","10"
"1002","2042","678","Demos","Athenian","Athens","","Public","Institution","","","","","","","Khrysothemis Phaidrou","Athenian","Athens","Female","","Person","t","f","Lysiadidai","","f","Berenikidai","Statue Base for Khrysothemis Phaidrou Berenikides, Dedicated by the Demos","Base","Dedication","","-40","10"
"1002","2045","677","Demos","Athenian","Athens","","Public","Institution","","","","","","","Lysiades Phaidrou","Athenian","Athens","Female","","Person","t","f","","","f","Berenikidai","Statue Base for Lysiades Phaidrou Berenikides, Dedicated by the Demos","Base","Dedication","","-40","10"
"1002","2046","292","Demos","Athenian","Athens","","Public","Institution","","","","","","","Sempronia","Roman","Rome","Female","","Person","f","t","","","f","","Statue Base for Sempronia L.F. Atratina","Base","Dedication","","-39.5","11"
"1002","2050","295","Demos","Athenian","Athens","","Public","Institution","","","","","","","Kallikratides Syndromou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General","Base","Dedication","South Wall","-32.5","5"
"1001","2050","295","Boule","Athenian","Athens","","Public","Institution","","","","","","","Kallikratides Syndromou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General","Base","Dedication","South Wall","-32.5","5"
"1000","2050","295","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Kallikratides Syndromou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General","Base","Dedication","South Wall","-32.5","5"
"1002","2051","703","Demos","Athenian","Athens","","Public","Institution","","","","","","","Livia Drusilla","Roman","Rome","Female","","Person","f","t","","","f","","Livia Drousilla, Wife of the Emperor Augustus Caesar","Building or Monument","Dedication","","-26","10"
"1002","2052","704","Demos","Athenian","Athens","","Public","Institution","","","","","","","Augustus","Imperial Family Member","Rome","Male","","Person","f","t","","","f","","Statue Base for the Emperor Augustus Caesar, Son of the Divine Iulius, Dedicated by the Demos","Building or Monument","Dedication","","-26","10"
"1002","2054","679","Demos","Athenian","Athens","","Public","Institution","","","","","","","Theophrastos Themistokleous","Athenian","Athens","Male","","Person","t","f","","","f","Hagnous","Statue Base for the Daduch Theophrastos, son of the Daduch Themistokles of Hagnousios, Dedicated by the Demos","Base","Dedication","","-20","10"
"1002","2054","298","Demos","Athenian","Athens","","Public","Institution","","","","","","","Theophrastos Themistokleous","Athenian","Athens","Male","","Person","t","f","","","f","Hagnous","Statue Base for Theophrastos Themistokleous Hagnousios, Daduch","Base","Dedication","","-25","10"
"1002","2091","680","Demos","Athenian","Athens","","Public","Institution","","","","","","","Themistokles II Theophrastou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for the Daduch Themistokles, Son of the Daduch Themistokles, Dedicated by the Demos","Base","Dedication","","-20","10"
"1002","2091","300","Demos","Athenian","Athens","","Public","Institution","","","","","","","Themistokles II Theophrastou","Athenian","Athens","Male","","Person","t","f","","","f","","Honorary Decree for Themistokles Theophrastou Hagnousios","Base","Decree","","-25","10"
"1001","2091","300","Boule","Athenian","Athens","","Public","Institution","","","","","","","Themistokles II Theophrastou","Athenian","Athens","Male","","Person","t","f","","","f","","Honorary Decree for Themistokles Theophrastou Hagnousios","Base","Decree","","-25","10"
"1002","2103","681","Demos","Athenian","Athens","","Public","Institution","","","","","","","Sophokles Theophrastou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base Sophokles, Son of Theophrastos, of Hagnous","Base","Dedication","","-20","10"
"1002","2104","302","Demos","Athenian","Athens","","Public","Institution","","","","","","","[?] Hearth-Initiate Themistokleous","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for an Unknown Hearth-Initiate, son of Themistokles Hagnousios","Base","Dedication","Before the Telestrion","-13","24"
"1002","2106","305","Demos","Athenian","Athens","","Public","Institution","","","","","","","Polyainos Nikandrou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Polyainos Nikandrou Sounieus","Base","Dedication","","-13","24"
"1001","2106","305","Boule","Athenian","Athens","","Public","Institution","","","","","","","Polyainos Nikandrou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Polyainos Nikandrou Sounieus","Base","Dedication","","-13","24"
"1002","2111","308","Demos","Athenian","Athens","","Public","Institution","","","","","","","Diodotos Kalliphontos","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Diodotos Kalliphontos Pamotades","Base","Dedication","","-50.5","99"
"1000","2114","312","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Dionysios Dionysiou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Dionysios Son of Dionysios","Stele","Dedication","","50","300"
"1002","2121","323","Demos","Athenian","Athens","","Public","Institution","","","","","","","Atheno Niketou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate","Base","Dedication","","0","50"
"1001","2121","323","Boule","Athenian","Athens","","Public","Institution","","","","","","","Atheno Niketou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate","Base","Dedication","","0","50"
"1000","2121","323","Areopagus","Athenian","Athens","","Public","Institution","","","","","","","Atheno Niketou","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate","Base","Dedication","","0","50"
"1015","2122","324","Eumolpidai","Eleusinian","Eleusis","","Genos","Institution","","","","","","","Pammenes Pammenous","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion","13","24"
"1002","2122","324","Demos","Athenian","Athens","","Public","Institution","","","","","","","Pammenes Pammenous","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion","13","24"
"1001","2122","324","Boule","Athenian","Athens","","Public","Institution","","","","","","","Pammenes Pammenous","Athenian","Athens","Male","","Person","t","f","","","f","","Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion","13","24"
