Institution: Title,Institution: Origin,Institution: Type,Co-Appearing Person: Description,Co-Appearing Person: Origin,Co-Appearing Person: Gender,Co-Appearing Person: Name(s),Co-Appearing Person: Deme,Co-Appearing Person: Athenian Citizen,Co-Appearing Person: Roman Citizen,Co-Appearing Person: Family,Co-Appearing Person: Extended Family,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Co-Appearing Person: Total Appearances,Co-Appearing Person: Total Sponsors,Co-Appearing Person: Total Honorands,Co-Appearing Person: Total Officers,Co-Appearing Person: Total Institutional Affililiations,Co-Appearing Person: Total Honors,Co-Appearing Person: Total Athenian Honors,Co-Appearing Person: Total Roman Honors,Co-Appearing Person: Total Eleusinian Honors,Co-Appearing Person: RCA,Co-Appearing Person: PA,Co-Appearing Person: PAA,Co-Appearing Person: LGPN,Co-Appearing Person: Uncertain,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Co-Appearing Person: ID,Inscription: ID,Institution: Notes,Co-Appearing Person: Notes,Inscription: Notes
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Semon,Athens,Male,Semon Semon,,True,False,Hagnous/Acharnai Daduchs,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,0,0,1,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1001,2102,300,,,
Boule,Athens,Public,Polyainos Nikandrou,Athens,Male,Polyainos Nikandrou,,True,False,,,305,Statue Base for Polyainos Nikandrou Sounieus,Base,Dedication,,-13.0,24,0.0270,66,1,1,2,2,169,181,167,1,3,1,2,0,,0,0,0,0,0,,,,,False,73,52,25,13,2,0,1,2,1,1,0,1001,2106,305,,,
Boule,Athens,Public,Atheno Niketou,Athens,Male,Atheno Niketou,,True,False,,,323,"Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate",Base,Dedication,,0.0,50,,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,False,126,125,30,30,3,1,1,3,1,1,0,1001,2121,323,,,
Boule,Athens,Public,Pammenes Pammenous,Athens,Male,Pammenes Pammenous,,True,False,,,324,"Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai",Base,Dedication,Before the Telestrion,13.0,24,0.0300,66,1,1,2,2,169,181,167,1,3,1,4,0,,1,1,0,0,1,,,,,False,158,67,53,25,4,1,1,4,1,1,0,1001,2122,324,,,
Boule,Athens,Public,Polykharmos Polykritos,Athens,Male,Polykharmos Polykritos,,True,False,,,329,"Statue Base for an Unknown Hearth-Initiate, Daughter of Polycharmos of Azenia",Other/Fragment,Dedication,,-6.5,41,,66,1,1,2,2,169,181,167,1,3,2,2,0,,0,0,0,0,0,,,,,False,56,52,14,11,1,1,2,1,2,2,0,1001,2128,329,,,
Boule,Athens,Public,Polykharmos Polykritos,Athens,Male,Polykharmos Polykritos,,True,False,,,329,"Statue Base for an Unknown Hearth-Initiate, Daughter of Polycharmos of Azenia",Other/Fragment,Dedication,,-6.5,41,,66,1,1,2,2,169,181,167,1,3,2,2,0,,0,0,0,0,0,,,,,False,56,52,14,11,1,1,2,1,2,2,0,1001,2128,329,,,
Boule,Athens,Public,Papios Marathonios,Athens,Male,Papios Marathonios,,True,False,,,334,Monument for Emperor Tiberius,Base,Dedication,,20.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,225,129,52,29,3,2,3,3,1,2,1,1001,2133,334,,,
Boule,Athens,Public,Papios Marathonios,Athens,Male,Papios Marathonios,,True,False,,,334,Monument for Emperor Tiberius,Base,Dedication,,20.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,225,129,52,29,3,2,3,3,1,2,1,1001,2133,334,,,
Boule,Athens,Public,Papios Marathonios,Athens,Male,Papios Marathonios,,True,False,,,334,Monument for Emperor Tiberius,Base,Dedication,,20.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,225,129,52,29,3,2,3,3,1,2,1,1001,2133,334,,,
Boule,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1001,2136,335,,,
Boule,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1001,2136,335,,,
Boule,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1001,2136,335,,,
Boule,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1001,2136,335,,,
Boule,Athens,Public,Praxagoras,Athens,Male,Praxagoras Praxagoras,,True,False,,,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,66,1,1,2,2,169,181,167,1,3,1,0,0,,2,2,1,1,0,,,,,False,247,21,62,13,3,2,5,3,1,3,2,1001,2136,335,,,
Boule,Athens,Public,T. Statilius Lamprias,Rome,Male,Titus Statilius,Lamptrai,False,True,,,345,Statue Base for Titus Statilius Lamprias,Base,Dedication,,43.0,10,,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,False,100,97,24,22,3,0,1,3,1,0,1,1001,2140,345,,,
Boule,Athens,Public,Diokles Themistokles Hagnousios,Athens,Male,Diokles Themistokleous,,True,False,,,348,Statue Base for Diokles Themistokleous Hagnousios,Base,Dedication,,50.0,20,0.0200,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,False,123,32,34,12,3,1,2,3,1,2,0,1001,2144,348,,,
Boule,Athens,Public,Diokles Themistokles Hagnousios,Athens,Male,Diokles Themistokleous,,True,False,,,348,Statue Base for Diokles Themistokleous Hagnousios,Base,Dedication,,50.0,20,0.0200,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,False,123,32,34,12,3,1,2,3,1,2,0,1001,2144,348,,,
Boule,Athens,Public,Athenais Diokleous,Athens,Female,Athenais Diokleous,,True,False,,,349,"Statue Base for Athenais, Daughter of Diokles Hagnousios",Stele,Dedication,Before the Telestrion,50.0,20,,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,False,160,112,38,21,3,1,2,3,1,2,0,1001,2145,349,,,
Boule,Athens,Public,Athenais Diokleous,Athens,Female,Athenais Diokleous,,True,False,,,349,"Statue Base for Athenais, Daughter of Diokles Hagnousios",Stele,Dedication,Before the Telestrion,50.0,20,,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,False,160,112,38,21,3,1,2,3,1,2,0,1001,2145,349,,,
Boule,Athens,Public,Apollonios Seilonos,Athens,Male,Apollonios Seilonos,,True,False,,,351,"Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate",Base,Dedication,,50.0,20,0.0180,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,1,0,0,,,,,False,145,130,48,35,3,1,2,3,1,2,0,1001,2148,351,,,
Boule,Athens,Public,Apollonios Seilonos,Athens,Male,Apollonios Seilonos,,True,False,,,351,"Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate",Base,Dedication,,50.0,20,0.0180,66,1,1,2,2,169,181,167,1,3,1,0,0,,1,1,1,0,0,,,,,False,145,130,48,35,3,1,2,3,1,2,0,1001,2148,351,,,
Boule,Athens,Public,G. Caecilius Cassius,Rome,Male,Gaius Caecilius Cassius,,False,True,,,352,"Statue Base for Caius Caecilius Kasios, Acharneus",Base,Dedication,Before the Telestrion,50.0,20,0.0300,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,False,99,76,27,20,3,0,1,3,1,0,1,1001,2149,352,,,
Boule,Athens,Public,Statilia [.],Rome,Female,Statilia,,False,True,,,353,Statue Base for an Unknown Daughter of Statilius of Sphettos,Building or Monument,Dedication,,50.0,20,0.0250,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,True,125,59,46,21,3,0,1,3,1,0,1,1001,2150,353,,,
Boule,Athens,Public,Iul. Nikanor,Syria,Male,Iulius Nikanor,,False,True,,,362,"Status Base for Iulius Nikanor, New Homer and New Themistokles",Base,Dedication,,60.0,10,0.0220,66,1,1,2,2,169,181,167,1,3,2,3,0,,0,0,0,0,0,,,,,False,103,73,28,20,3,0,1,3,1,0,0,1001,2162,362,,,
Boule,Athens,Public,Eraton Eratonos,Athens,Male,Eraton Eratonos,,True,False,,,378,Statue Base for Eraton Eratonos Besaieus,Base,Dedication,,50.5,99,0.0280,66,1,1,2,2,169,181,167,1,3,1,2,0,,0,0,0,0,0,,,,,False,75,60,23,18,2,0,1,2,1,1,0,1001,2183,378,,,
Boule,Athens,Public,T. Fl [?],Athens,Uncertain,,,False,False,,,383,Statue Base for a T. Flavius,Building or Monument,Dedication,,50.5,99,0.0130,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,True,56,32,21,10,3,0,1,3,1,1,0,1001,2189,383,,,
Boule,Athens,Public,[?] Daughter of [A?]bans Akharneus,Athens,Female,,Akharnai,True,False,,,389,Son of Tryphon Phylasios,Building or Monument,Dedication,,50.5,99,0.0900,66,1,1,2,2,169,181,167,1,3,1,0,0,,0,0,0,0,0,,,,,False,171,46,55,14,3,0,3,3,1,3,0,1001,2197,389,,,
Boule,Athens,Public,[?] Daughter of [A?]bans Akharneus,Athens,Female,,Akharnai,True,False,,,389,Son of Tryphon Phylasios,Building or Monument,Dedication,,50.5,99,0.0900,66,1,1,2,2,169,181,167,1,3,1,0,0,,0,0,0,0,0,,,,,False,171,46,55,14,3,0,3,3,1,3,0,1001,2197,389,,,
Boule,Athens,Public,[?] Daughter of [A?]bans Akharneus,Athens,Female,,Akharnai,True,False,,,389,Son of Tryphon Phylasios,Building or Monument,Dedication,,50.5,99,0.0900,66,1,1,2,2,169,181,167,1,3,1,0,0,,0,0,0,0,0,,,,,False,171,46,55,14,3,0,3,3,1,3,0,1001,2197,389,,,
Boule,Athens,Public,[?] Kanephoros,Athens,Male,,,True,False,,,394,Dedication to Dionysios Lenaios,Base,Dedication,,100.5,199,0.0100,66,1,1,2,2,169,181,167,1,3,1,1,0,,0,1,1,0,0,,,,,False,53,16,18,7,1,1,1,1,1,1,0,1001,2198,394,,,
Boule,Athens,Public,T. [?],Other/Uncertain,Uncertain,,,True,True,,,402,Statue Base for an Unknown Individual,Base,Dedication,,100.5,199,0.0310,66,1,1,2,2,169,181,167,1,3,1,3,0,,0,0,0,0,0,,,,,True,55,14,23,10,3,0,1,3,1,0,0,1001,2212,402,,,
Boule,Athens,Public,L. P[?] Husband of Ael. Lysistrate,Athens,Male,Lucius,,True,True,,TBD,440,Dedicatory Base in Honor of Ael. Lysistrate,Base,Dedication,,122.0,10,,66,1,1,2,2,169,181,167,1,3,1,0,0,,0,0,0,0,0,,,,,True,83,48,33,18,3,1,2,3,1,2,0,1001,2232,440,,,
Boule,Athens,Public,L. P[?] Husband of Ael. Lysistrate,Athens,Male,Lucius,,True,True,,TBD,440,Dedicatory Base in Honor of Ael. Lysistrate,Base,Dedication,,122.0,10,,66,1,1,2,2,169,181,167,1,3,1,0,0,,0,0,0,0,0,,,,,True,83,48,33,18,3,1,2,3,1,2,0,1001,2232,440,,,
Boule,Athens,Public,Athenaios Perikonikos,Athens,Male,Athenaios,,True,False,,,441,"Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate",Base,Dedication,,119.5,11,,66,1,1,2,2,169,181,167,1,3,1,0,0,,0,0,0,0,0,,,,,False,201,140,72,35,2,2,2,2,1,2,0,1001,2234,441,,,
Boule,Athens,Public,Athenaios Perikonikos,Athens,Male,Athenaios,,True,False,,,441,"Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate",Base,Dedication,,119.5,11,,66,1,1,2,2,169,181,167,1,3,1,0,0,,0,0,0,0,0,,,,,False,201,140,72,35,2,2,2,2,1,2,0,1001,2234,441,,,
Boule,Athens,Public,L. Vipsanius Lailianos,Athens,Male,Lucius Vipsanius Lailianos,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,66,1,1,2,2,169,181,167,1,3,2,3,0,,1,1,1,0,0,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1001,2251,455,,,
