Institution: Title,Institution: Origin,Institution: Type,Co-Appearing Person: Description,Co-Appearing Person: Origin,Co-Appearing Person: Gender,Co-Appearing Person: Name(s),Co-Appearing Person: Deme,Co-Appearing Person: Athenian Citizen,Co-Appearing Person: Roman Citizen,Co-Appearing Person: Family,Co-Appearing Person: Extended Family,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Co-Appearing Person: Total Appearances,Co-Appearing Person: Total Sponsors,Co-Appearing Person: Total Honorands,Co-Appearing Person: Total Officers,Co-Appearing Person: Total Institutional Affililiations,Co-Appearing Person: Total Honors,Co-Appearing Person: Total Athenian Honors,Co-Appearing Person: Total Roman Honors,Co-Appearing Person: Total Eleusinian Honors,Co-Appearing Person: RCA,Co-Appearing Person: PA,Co-Appearing Person: PAA,Co-Appearing Person: LGPN,Co-Appearing Person: Uncertain,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Co-Appearing Person: ID,Inscription: ID,Institution: Notes,Co-Appearing Person: Notes,Inscription: Notes
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Nikostratos Nikiou,Athens,Male,Nikostratos Nikiou,,True,False,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,8,1,3,3,3,48,11,17,39,5,1,0,0,,0,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1012,2385,514,,,
Panhellenes,Other,Public,Aristaios,Athens,Male,Aristaios,,True,False,,,532,Dedicatory Base for the Aparkhe,Base,Dedication,Outer Courtyard,150.5,99,0.0360,8,1,3,3,3,48,11,17,39,5,1,0,0,,1,1,1,0,0,,,,,False,64,35,15,9,1,1,1,1,0,1,0,1012,2421,532,,,
Sacred Gerousia,Other,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,2,1,1,1,1,7,6,9,1,2,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1013,2339,503,,,
Sacred Gerousia,Other,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,2,1,1,1,1,7,6,9,1,2,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1013,2339,503,,,
Sacred Gerousia,Other,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,2,1,1,1,1,7,6,9,1,2,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1013,2339,503,,,
Sacred Gerousia,Other,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,2,1,1,1,1,7,6,9,1,2,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1013,2339,503,,,
Sacred Gerousia,Other,Public,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,2,1,1,1,1,7,6,9,1,2,2,3,0,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1013,2339,503,,,
Sacred Gerousia,Other,Public,M. Aur. Prosdektos Pistokrates,Athens,Male,Marcus Aurelius Prosdektos Pistokrates,,True,True,,,624,Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen,Base,Dedication,Before the Telestrion,200.0,10,0.0210,2,1,1,1,1,7,6,9,1,2,1,1,0,,3,4,1,0,2,,,,,False,237,228,42,39,2,3,2,1,1,2,0,1013,2463,624,,,
Sacred Gerousia,Other,Public,M. Aur. Prosdektos Pistokrates,Athens,Male,Marcus Aurelius Prosdektos Pistokrates,,True,True,,,624,Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen,Base,Dedication,Before the Telestrion,200.0,10,0.0210,2,1,1,1,1,7,6,9,1,2,1,1,0,,3,4,1,0,2,,,,,False,237,228,42,39,2,3,2,1,1,2,0,1013,2463,624,,,
Ephebes,Athens,Public,Dryantianos,Athens,Male,Dryantianos,,True,False,,,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,1,0,0,0,0,3,5,6,0,0,1,0,0,,1,2,0,0,1,,,,,False,1749,1355,465,326,5,6,3,3,0,3,0,1014,2491,638,,,
Ephebes,Athens,Public,Dryantianos,Athens,Male,Dryantianos,,True,False,,,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,1,0,0,0,0,3,5,6,0,0,1,0,0,,1,2,0,0,1,,,,,False,1749,1355,465,326,5,6,3,3,0,3,0,1014,2491,638,,,
Ephebes,Athens,Public,Dryantianos,Athens,Male,Dryantianos,,True,False,,,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,1,0,0,0,0,3,5,6,0,0,1,0,0,,1,2,0,0,1,,,,,False,1749,1355,465,326,5,6,3,3,0,3,0,1014,2491,638,,,
Eumolpidai,Eleusis,Genos,Kleokrateia Oinophilou,Athens,Female,Kleokrateia Oinophilou,Aphidnai,True,False,Oinophilids,,275,"Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai",Base,Dedication,North of the Telesterion,-60.0,10,0.0200,24,3,35,23,28,45,44,53,94,46,4,0,0,,1,3,0,0,3,,,,,False,243,233,52,46,3,2,2,2,1,2,0,1015,2026,275,,,
Eumolpidai,Eleusis,Genos,Kleokrateia Oinophilou,Athens,Female,Kleokrateia Oinophilou,Aphidnai,True,False,Oinophilids,,275,"Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai",Base,Dedication,North of the Telesterion,-60.0,10,0.0200,24,3,35,23,28,45,44,53,94,46,4,0,0,,1,3,0,0,3,,,,,False,243,233,52,46,3,2,2,2,1,2,0,1015,2026,275,,,
Eumolpidai,Eleusis,Genos,Pammenes Pammenous,Athens,Male,Pammenes Pammenous,,True,False,,,324,"Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai",Base,Dedication,Before the Telestrion,13.0,24,0.0300,24,3,35,23,28,45,44,53,94,46,1,4,0,,1,1,0,0,1,,,,,False,158,67,53,25,4,1,1,4,1,1,0,1015,2122,324,,,
Eumolpidai,Eleusis,Genos,[.]ios Aulus Marathonios,Rome,Male,Marathonios,,True,True,,,336,Statue Base for a Priest of Tiberius and Exegete of the Eumolpidai,Base,Dedication,,25.0,10,0.0240,24,3,35,23,28,45,44,53,94,46,3,0,0,,0,0,0,0,0,,,,,True,119,49,38,22,1,1,1,0,0,0,1,1015,2137,336,,,
Eumolpidai,Eleusis,Genos,[.]ios Aulus Marathonios,Rome,Male,Marathonios,,True,True,,,337,Statue Base for an Unknown Exegete,Base,Dedication,,25.0,10,0.0290,24,3,35,23,28,45,44,53,94,46,3,0,0,,0,0,0,0,0,,,,,True,38,11,11,5,1,1,1,0,0,0,1,1015,2137,337,,,
Eumolpidai,Eleusis,Genos,M. Porcius Cato,Rome,Male,Marcus Porcius Cato,,False,True,,,350,Statue Base for Marcus Porcius Cato,Base,Dedication,,50.0,20,0.0300,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,1,0,0,1,,,,,False,29,14,8,4,1,1,1,0,1,0,1,1015,2146,350,,,
Eumolpidai,Eleusis,Genos,[?] Exegete of Eumolpidai,Athens,Male,,,False,False,,,359,Statue Base for an Exegete,Base,Dedication,,75.0,50,0.0240,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,True,51,12,14,7,1,1,1,0,1,1,0,1015,2161,359,,,
Eumolpidai,Eleusis,Genos,[?] Priest,Athens,Male,,,True,False,,,435,"Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai",Base,Dedication,Before the Telestrion,125.0,40,0.0200,24,3,35,23,28,45,44,53,94,46,1,2,0,,0,0,0,0,0,,,,,True,173,132,52,31,3,1,2,2,1,2,0,1015,2225,435,,,
Eumolpidai,Eleusis,Genos,[?] Priest,Athens,Male,,,True,False,,,435,"Statue Base for an Unknown Individual, Dedicated by the Eumolpidai, Lykomidai",Base,Dedication,Before the Telestrion,125.0,40,0.0200,24,3,35,23,28,45,44,53,94,46,1,2,0,,0,0,0,0,0,,,,,True,173,132,52,31,3,1,2,2,1,2,0,1015,2225,435,,,
Eumolpidai,Eleusis,Genos,L. Vipsanius Lailianos,Athens,Male,Lucius Vipsanius Lailianos,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,24,3,35,23,28,45,44,53,94,46,2,3,0,,1,1,1,0,0,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1015,2251,455,,,
Eumolpidai,Eleusis,Genos,L. Vipsanius Lailianos,Athens,Male,Lucius Vipsanius Lailianos,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,24,3,35,23,28,45,44,53,94,46,2,3,0,,1,1,1,0,0,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1015,2251,455,,,
Eumolpidai,Eleusis,Genos,L. Vipsanius Lailianos,Athens,Male,Lucius Vipsanius Lailianos,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,24,3,35,23,28,45,44,53,94,46,2,3,0,,1,1,1,0,0,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1015,2251,455,,,
Eumolpidai,Eleusis,Genos,[?] Relative of L. Vipsanius Aiolion,Athens,Uncertain,Lucius Vipsanius,,True,True,,TBD,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,True,42,14,14,7,1,1,3,0,1,3,0,1015,2252,456,,,
Eumolpidai,Eleusis,Genos,[?] Relative of L. Vipsanius Aiolion,Athens,Uncertain,Lucius Vipsanius,,True,True,,TBD,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,True,42,14,14,7,1,1,3,0,1,3,0,1015,2252,456,,,
Eumolpidai,Eleusis,Genos,[?] Relative of L. Vipsanius Aiolion,Athens,Uncertain,Lucius Vipsanius,,True,True,,TBD,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,True,42,14,14,7,1,1,3,0,1,3,0,1015,2252,456,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Krateros,Athens,Male,Krateros,,True,False,,,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,1,0,0,1,,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1015,2309,483,,,
Eumolpidai,Eleusis,Genos,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1015,2324,490,,,
Eumolpidai,Eleusis,Genos,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1015,2324,490,,,
Eumolpidai,Eleusis,Genos,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1015,2324,490,,,
Eumolpidai,Eleusis,Genos,Fl. Polla,Athens,Female,Flavia Polla,,True,True,,,490,"Statue Base for M. Iul. Apellas Marathonios, Archon of the Eumolpidai",Altar,Dedication,Before the Telestrion,170.0,10,0.0280,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,False,187,150,45,31,2,1,4,2,1,4,0,1015,2324,490,,,
Eumolpidai,Eleusis,Genos,Emperor Commodous,Rome,Male,Commodus,,False,True,,Imperial,513,Letter by the Emperor Commodus to the Athenians Concern the Archonship of the Eumolpidai,Base,Epistle,,186.5,7,0.0180,24,3,35,23,28,45,44,53,94,46,4,0,0,,1,6,1,3,2,,,,,False,523,441,130,107,1,3,1,0,0,0,1,1015,2338,513,,,
Eumolpidai,Eleusis,Genos,Iou. Kaikilianos,Athens,Male,Iulius Kaikilianos,,True,True,,,515,"Statue Base for the Hierophant who Saved the Hiera During the Kostoboki Invasion, Probably Not from the Sanctuary",Base,Dedication,,196.0,10,0.0420,24,3,35,23,28,45,44,53,94,46,3,0,0,,0,1,1,0,0,,,,,False,239,233,50,46,1,1,1,0,0,1,0,1015,2368,515,,,
Eumolpidai,Eleusis,Genos,Iou. Kaikilianos,Athens,Male,Iulius Kaikilianos,,True,True,,,516,Statue Base for the Hierophant who Saved the Hiera During the Invasion of the Kostoboki.,Column/Herm,Dedication,North of the Telesterion,196.0,10,0.0265,24,3,35,23,28,45,44,53,94,46,3,0,0,,0,1,1,0,0,,,,,False,289,235,68,54,1,1,1,0,0,1,0,1015,2368,516,,,
Eumolpidai,Eleusis,Genos,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,531,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,Before the Telestrion,150.5,99,0.0195,24,3,35,23,28,45,44,53,94,46,2,0,0,,1,1,0,0,1,,,,,True,172,117,51,30,1,4,2,0,1,2,0,1015,2428,531,,,
Eumolpidai,Eleusis,Genos,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,531,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,Before the Telestrion,150.5,99,0.0195,24,3,35,23,28,45,44,53,94,46,2,0,0,,1,1,0,0,1,,,,,True,172,117,51,30,1,4,2,0,1,2,0,1015,2428,531,,,
Eumolpidai,Eleusis,Genos,[?] Exegete,Athens,Male,,,True,False,,,544,Statue Base for an Unknown Exegete,Base,Dedication,,150.5,99,0.0345,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,True,64,8,17,7,2,2,1,0,1,1,0,1015,2427,544,,,
Eumolpidai,Eleusis,Genos,[?] Exegete of Eumolpidai,Athens,Male,,,True,False,,,545,Statue Base for an Unknown Exegete of the Eumolpidai,Base,Dedication,,150.5,99,0.0330,24,3,35,23,28,45,44,53,94,46,2,0,0,,1,1,0,0,1,,,,,True,50,15,18,10,1,2,1,0,1,1,0,1015,2428,545,,,
Eumolpidai,Eleusis,Genos,Attikos Eudoxou,Athens,Male,Attikos Eudoxou,,True,False,,,623,"Statue Base for a Sekoundos, Eumolpid",Base,Dedication,,200.0,10,,24,3,35,23,28,45,44,53,94,46,2,0,0,,0,0,0,0,0,,,,,False,79,62,22,15,2,1,2,1,1,1,1,1015,2462,623,,,
Eumolpidai,Eleusis,Genos,Attikos Eudoxou,Athens,Male,Attikos Eudoxou,,True,False,,,623,"Statue Base for a Sekoundos, Eumolpid",Base,Dedication,,200.0,10,,24,3,35,23,28,45,44,53,94,46,2,0,0,,0,0,0,0,0,,,,,False,79,62,22,15,2,1,2,1,1,1,1,1015,2462,623,,,
Eumolpidai,Eleusis,Genos,M. Gavius Skyillos II,Rome,Male,Marcus Gavius Skillos,,False,True,,,625,"Statue Base for M. Gavius Gallicanus, Proconsul Asiae, Eumolpid",Base,Dedication,Upper Terrace,200.0,10,0.0525,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,False,109,41,35,16,1,2,3,0,1,0,3,1015,2466,625,,,
Eumolpidai,Eleusis,Genos,M. Gavius Skyillos II,Rome,Male,Marcus Gavius Skillos,,False,True,,,625,"Statue Base for M. Gavius Gallicanus, Proconsul Asiae, Eumolpid",Base,Dedication,Upper Terrace,200.0,10,0.0525,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,False,109,41,35,16,1,2,3,0,1,0,3,1015,2466,625,,,
Eumolpidai,Eleusis,Genos,M. Gavius Skyillos II,Rome,Male,Marcus Gavius Skillos,,False,True,,,625,"Statue Base for M. Gavius Gallicanus, Proconsul Asiae, Eumolpid",Base,Dedication,Upper Terrace,200.0,10,0.0525,24,3,35,23,28,45,44,53,94,46,1,0,0,,0,0,0,0,0,,,,,False,109,41,35,16,1,2,3,0,1,0,3,1015,2466,625,,,
Eumolpidai,Eleusis,Genos,Dryantianos,Athens,Male,Dryantianos,,True,False,,,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,24,3,35,23,28,45,44,53,94,46,1,0,0,,1,2,0,0,1,,,,,False,1749,1355,465,326,5,6,3,3,0,3,0,1015,2491,638,,,
