Institution: Title,Institution: Role,Institution: Origin,Institution: Type,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Inscription: ID,Institution: Notes,Inscription: Notes
Boule,Sponsor,Athens,Public,402,Statue Base for an Unknown Individual,Base,Dedication,,100.5,199,0.0310,66,1,1,2,2,169,181,167,1,3,55,14,23,10,3,0,1,3,1,0,0,402,402,,
Boule,Sponsor,Athens,Public,414,Statue Base for an Unknown Individual,Other/Fragment,Dedication,,150.5,299,0.0250,66,1,1,2,2,169,181,167,1,3,46,17,14,7,3,1,0,3,0,0,0,414,414,,
Boule,Sponsor,Athens,Public,427,Statue Base for an Unknown Individual,Base,Dedication,Before the Telestrion,150.5,299,0.0290,66,1,1,2,2,169,181,167,1,3,32,9,14,5,2,0,0,2,0,0,0,427,427,,
Boule,Sponsor,Athens,Public,440,Dedicatory Base in Honor of Ael. Lysistrate,Base,Dedication,,122.0,10,,66,1,1,2,2,169,181,167,1,3,83,48,33,18,3,1,2,3,1,2,0,440,440,,
Boule,Sponsor,Athens,Public,441,"Statue Base for Athenaios Athenaiou Phlyeus, Hearth-Initiate",Base,Dedication,,119.5,11,,66,1,1,2,2,169,181,167,1,3,201,140,72,35,2,2,2,2,1,2,0,441,441,,
Boule,Sponsor,Athens,Public,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,66,1,1,2,2,169,181,167,1,3,378,101,124,31,4,6,3,3,3,3,0,455,455,,
Boule,Sponsor,Athens,Public,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,66,1,1,2,2,169,181,167,1,3,1196,996,273,202,4,12,9,3,1,8,1,483,483,,
Boule,Sponsor,Athens,Public,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,66,1,1,2,2,169,181,167,1,3,255,244,51,47,4,6,5,3,1,5,0,492,492,,
Boule,,Athens,Public,502,"Statue Base for Isidote, Daughter of Isaios, Hierophantes",Base,Dedication,Before the Telestrion,184.0,16,0.0200,66,1,1,2,2,169,181,167,1,3,665,653,128,120,2,5,6,0,1,3,3,502,502,,
Boule,Sponsor,Athens,Public,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,66,1,1,2,2,169,181,167,1,3,512,438,101,84,4,6,5,3,1,1,4,503,503,,
Boule,Sponsor,Athens,Public,519,Statue Base for the Empress Iul. Domna,Base,Dedication,,196.5,3,,66,1,1,2,2,169,181,167,1,3,118,110,20,18,3,0,1,3,0,0,1,519,519,,
Boule,Officer,Athens,Public,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,66,1,1,2,2,169,181,167,1,3,880,812,170,146,2,10,11,1,1,11,0,523,523,,
Boule,Sponsor,Athens,Public,539,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0300,66,1,1,2,2,169,181,167,1,3,73,28,27,11,3,1,0,3,0,0,0,539,539,,
Boule,,Athens,Public,551,Large Monument in Honor of an Unknown Hearth-Initiate,Base,Dedication,,150.5,99,0.0430,66,1,1,2,2,169,181,167,1,3,86,45,37,20,2,1,1,1,1,1,0,551,551,,
Boule,Sponsor,Athens,Public,558,Statue Base for an Unknown Son or Daughter of a Nummios,Building or Monument,Dedication,,150.5,99,0.0205,66,1,1,2,2,169,181,167,1,3,67,9,26,7,3,0,1,3,1,1,0,558,558,,
Boule,Sponsor,Athens,Public,570,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0210,66,1,1,2,2,169,181,167,1,3,22,10,10,8,3,0,0,3,0,0,0,570,570,,
Boule,Sponsor,Athens,Public,571,Statue Base for an Unknown Individual,Stele,Dedication,,150.5,99,0.0400,66,1,1,2,2,169,181,167,1,3,44,26,22,12,3,0,0,3,0,0,0,571,571,,
Boule,Sponsor,Athens,Public,573,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0200,66,1,1,2,2,169,181,167,1,3,51,38,22,16,3,0,0,3,0,0,0,573,573,,
Boule,Sponsor,Athens,Public,577,Herm in Honor of an Unknown Individual,Base,Dedication,,150.5,99,0.0190,66,1,1,2,2,169,181,167,1,3,29,13,12,6,1,0,0,1,0,0,0,577,577,,
Boule,Sponsor,Athens,Public,578,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0360,66,1,1,2,2,169,181,167,1,3,16,3,7,4,1,0,0,1,0,0,0,578,578,,
Boule,Sponsor,Athens,Public,588,"Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary",Other/Fragment,Dedication,,250.5,99,0.0240,66,1,1,2,2,169,181,167,1,3,168,164,38,36,4,1,1,4,1,1,0,588,588,,
Boule,Sponsor,Athens,Public,604,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,,66,1,1,2,2,169,181,167,1,3,41,14,17,8,3,0,0,3,0,0,0,604,604,,
Boule,Sponsor,Athens,Public,620,Statue Base(?) for an Unknown Individual,Base,Other/Uncertain,,250.5,99,0.0560,66,1,1,2,2,169,181,167,1,3,27,22,14,10,3,0,0,3,0,0,0,620,620,,
Boule,Sponsor,Athens,Public,626,"Statue Base for the Sophist P. Herennius Ptolemais, Son of P. Herennius, Hierokeryx",Base,Dedication,North of the Telesterion,313.0,24,0.0220,66,1,1,2,2,169,181,167,1,3,105,93,23,20,4,4,1,3,0,1,0,626,626,,
Boule,Sponsor,Athens,Public,630,Statue Base for Ful. Plautianos,Base,Dedication,Before the Telestrion,204.0,2,0.0200,66,1,1,2,2,169,181,167,1,3,206,124,51,30,3,4,4,3,1,1,3,630,630,,
Boule,Sponsor,Athens,Public,632,"Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos",Base,Dedication,Before the Telestrion,210.0,10,0.0350,66,1,1,2,2,169,181,167,1,3,173,162,45,41,3,1,5,3,1,5,0,632,632,,
Boule,Sponsor,Athens,Public,636,"Statue Base for Aur. Paramona, Daughter of Aur. Paramonos of Lamptrai, Heath-Initiate",Base,Dedication,,217.0,10,0.0225,66,1,1,2,2,169,181,167,1,3,145,95,40,23,1,1,2,1,1,2,0,636,636,,
Boule,Sponsor,Athens,Public,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,66,1,1,2,2,169,181,167,1,3,1749,1355,465,326,5,6,3,3,0,3,0,638,638,,
Boule,Sponsor,Athens,Public,645,"Statue Base for Kassianos, Hierokeryx",Base,Dedication,Before the Telestrion,236.0,10,0.0350,66,1,1,2,2,169,181,167,1,3,119,115,21,19,3,6,1,3,1,1,0,645,645,,
Boule,Sponsor,Athens,Public,654,"Statue Base for Aerarios Sosipatros, Daduch",Base,Dedication,,275.0,50,0.0350,66,1,1,2,2,169,181,167,1,3,79,77,16,15,3,1,3,3,1,3,0,654,654,,
Boule,,Athens,Public,655,Letter of the Emperor Gallienus to the Athenians Concerning the Mysteries,Base,Epistle,,265.0,0,0.0180,66,1,1,2,2,169,181,167,1,3,638,276,234,85,3,5,2,0,0,0,2,655,655,,
Boule,Officer,Athens,Public,433,"Statue Base for Ti. Kl., the Hierophant, Kallikratidou Trikorysios",Base,Dedication,,112.5,25,0.0250,66,1,1,2,2,169,181,167,1,3,0,0,1,1,3,12,0,0,0,0,0,689,689,,
Boule,Sponsor,Athens,Public,473,"Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,66,1,1,2,2,169,181,167,1,3,0,0,1,1,3,0,1,3,1,0,1,691,691,,
Boule,Sponsor,Athens,Public,473,"Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,66,1,1,2,2,169,181,167,1,3,0,0,1,1,3,0,2,3,1,0,2,692,692,,
Boule,Sponsor,Athens,Public,473,"Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,66,1,1,2,2,169,181,167,1,3,0,0,1,1,3,0,2,3,1,0,2,693,693,,
Boule,Sponsor,Athens,Public,473,"Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,66,1,1,2,2,169,181,167,1,3,0,0,1,1,3,0,2,3,1,0,2,694,694,,
Boule,Sponsor,Athens,Public,486,"Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,66,1,1,2,2,169,181,167,1,3,0,0,1,1,3,2,3,3,2,1,2,695,695,,
Boule,Sponsor,Athens,Public,486,"Statue Base for the Savior Gods/Godesses of the Brotherly Emperors, Dedicated By the Polis During the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,66,1,1,2,2,169,181,167,1,3,0,0,1,1,3,0,1,3,1,0,1,696,696,,
Boule,,Athens,Public,489,Decision of a Synhedrion,Base,Other/Uncertain,,169.5,1,,66,1,1,2,2,169,181,167,1,3,0,0,1,1,1,25,2,0,0,1,1,697,697,,
Boule,,Athens,Public,489,Declaration of the Prefect Severus Concerning an Endowment,Base,Other/Uncertain,,169.5,1,,66,1,1,2,2,169,181,167,1,3,0,0,1,1,1,0,0,0,0,0,0,698,698,,
Demos,Sponsor,Athens,Public,267,Statue Base for an Unknown Kanephoros,Base,Dedication,Outer Courtyard,-87.5,25,0.0080,88,5,21,20,24,190,204,144,157,50,266,121,77,33,2,5,2,2,1,2,0,267,267,,
Demos,,Athens,Public,271,Honorary Decree of the Synod of Dionysiac Artists in Honor of their Epimelete Philemon,Base,Decree,,-73.0,6,0.0070,88,5,21,20,24,190,204,144,157,50,2289,2083,519,438,4,5,1,1,1,1,0,271,271,,
Demos,Sponsor,Athens,Public,275,"Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai",Base,Dedication,North of the Telesterion,-60.0,10,0.0200,88,5,21,20,24,190,204,144,157,50,243,233,52,46,3,2,2,2,1,2,0,275,275,,
Demos,Sponsor,Athens,Public,276,Statue Base for Titus Pinarius,Base,Dedication,,-50.0,10,,88,5,21,20,24,190,204,144,157,50,40,39,10,10,1,0,1,1,1,0,1,276,276,,
Demos,Sponsor,Athens,Public,280,"Statue Base for Kleo, Daughter of Dionysios Lakrateidou Ikarieus",Base,Dedication,Between the Propylaea,-50.0,20,0.0250,88,5,21,20,24,190,204,144,157,50,50,49,10,10,1,0,1,1,1,1,0,280,280,,
Demos,Sponsor,Athens,Public,282,Statue Base for Unknown Hearth-Initiate,Stele,Dedication,Between the Propylaea,-50.0,20,0.0090,88,5,21,20,24,190,204,144,157,50,147,96,44,24,2,3,3,2,1,3,0,282,282,,
Demos,Sponsor,Athens,Public,285,Statue Base for an Unknown Daduch of Hagnous,Base,Dedication,,-40.0,20,0.0265,88,5,21,20,24,190,204,144,157,50,113,40,39,15,1,1,1,1,1,1,0,285,285,,
Demos,Sponsor,Athens,Public,286,Statue Base for Dionysios Athenagorou Meliteus,Base,Dedication,Between the Propylaea,-37.5,25,0.0170,88,5,21,20,24,190,204,144,157,50,74,72,19,18,1,0,1,1,1,1,0,286,286,,
Demos,Sponsor,Athens,Public,288,State Base for Hierophantis Amphiou Philadou,Base,Dedication,,-32.5,35,,88,5,21,20,24,190,204,144,157,50,74,57,17,13,1,1,1,1,1,1,0,288,288,,
Demos,Sponsor,Athens,Public,289,Statue Base for Lucius Munatius Plancus,Base,Dedication,South Wall,-36.0,10,0.0360,88,5,21,20,24,190,204,144,157,50,76,68,26,19,1,1,1,1,1,0,1,289,289,,
Demos,Sponsor,Athens,Public,292,Statue Base for Sempronia L.F. Atratina,Base,Dedication,,-39.5,11,0.0340,88,5,21,20,24,190,204,144,157,50,78,71,19,16,1,0,2,1,1,0,2,292,292,,
Demos,Sponsor,Athens,Public,295,"Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General",Base,Dedication,South Wall,-32.5,5,0.0345,88,5,21,20,24,190,204,144,157,50,198,149,50,36,3,1,1,3,1,1,0,295,295,,
Demos,Sponsor,Athens,Public,298,"Statue Base for Theophrastos Themistokleous Hagnousios, Daduch",Base,Dedication,,-25.0,10,0.0220,88,5,21,20,24,190,204,144,157,50,140,46,36,13,1,1,1,1,1,1,0,298,298,,
Demos,Sponsor,Athens,Public,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,88,5,21,20,24,190,204,144,157,50,3533,3223,781,638,3,18,47,2,1,47,0,300,300,,
Demos,Sponsor,Athens,Public,302,"Statue Base for an Unknown Hearth-Initiate, son of Themistokles Hagnousios",Base,Dedication,Before the Telestrion,-13.0,24,0.0225,88,5,21,20,24,190,204,144,157,50,152,29,40,10,1,2,3,1,1,3,0,302,302,,
Demos,Sponsor,Athens,Public,305,Statue Base for Polyainos Nikandrou Sounieus,Base,Dedication,,-13.0,24,0.0270,88,5,21,20,24,190,204,144,157,50,73,52,25,13,2,0,1,2,1,1,0,305,305,,
Demos,Sponsor,Athens,Public,308,Statue Base for Diodotos Kalliphontos Pamotades,Base,Dedication,,-50.5,99,0.0210,88,5,21,20,24,190,204,144,157,50,36,35,8,8,1,0,1,1,1,1,0,308,308,,
Demos,Sponsor,Athens,Public,323,"Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate",Base,Dedication,,0.0,50,,88,5,21,20,24,190,204,144,157,50,126,125,30,30,3,1,1,3,1,1,0,323,323,,
Demos,Sponsor,Athens,Public,324,"Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai",Base,Dedication,Before the Telestrion,13.0,24,0.0300,88,5,21,20,24,190,204,144,157,50,158,67,53,25,4,1,1,4,1,1,0,324,324,,
Demos,Sponsor,Athens,Public,325,Statue Base for a Unknown Hierophantis,Base,Dedication,,13.0,24,,88,5,21,20,24,190,204,144,157,50,57,43,15,11,1,1,1,1,1,1,0,325,325,,
Demos,Sponsor,Athens,Public,326,Statue Base for Unknown,Base,Dedication,Outer Courtyard,13.0,24,0.0290,88,5,21,20,24,190,204,144,157,50,30,13,12,7,1,0,0,1,0,0,0,326,326,,
Demos,Sponsor,Athens,Public,327,Statue Base for Antamenes Leontichou Epieikides,Base,Dedication,Outer Courtyard,13.0,24,0.0280,88,5,21,20,24,190,204,144,157,50,59,57,15,14,2,0,1,2,1,1,0,327,327,,
Demos,Sponsor,Athens,Public,330,Statue Base for Polycharmos Polykritou Azenieus,Base,Dedication,,-6.5,41,0.0295,88,5,21,20,24,190,204,144,157,50,46,18,14,7,1,0,2,1,1,1,1,330,330,,
Demos,Sponsor,Athens,Public,334,Monument for Emperor Tiberius,Base,Dedication,,20.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,225,129,52,29,3,2,3,3,1,2,1,334,334,,
Demos,Sponsor,Athens,Public,335,Monument for Iulia Augusta,Other/Fragment,Dedication,,25.0,10,0.0450,88,5,21,20,24,190,204,144,157,50,247,21,62,13,3,2,5,3,1,3,2,335,335,,
Demos,Sponsor,Athens,Public,340,Statue Base for Unknown,Base,Dedication,,37.5,25,0.0230,88,5,21,20,24,190,204,144,157,50,51,6,21,6,3,0,0,3,0,0,0,340,340,,
Demos,,Athens,Public,341,Epistyle of Building Dedicated by the Priestess Kleo Eukleous of Phyla,Base,Dedication,,45.0,40,0.0350,88,5,21,20,24,190,204,144,157,50,175,60,41,16,1,3,2,0,0,2,0,341,341,,
Demos,Sponsor,Athens,Public,345,Statue Base for Titus Statilius Lamprias,Base,Dedication,,43.0,10,,88,5,21,20,24,190,204,144,157,50,100,97,24,22,3,0,1,3,1,0,1,345,345,,
Demos,Sponsor,Athens,Public,348,Statue Base for Diokles Themistokleous Hagnousios,Base,Dedication,,50.0,20,0.0200,88,5,21,20,24,190,204,144,157,50,123,32,34,12,3,1,2,3,1,2,0,348,348,,
Demos,Sponsor,Athens,Public,349,"Statue Base for Athenais, Daughter of Diokles Hagnousios",Stele,Dedication,Before the Telestrion,50.0,20,,88,5,21,20,24,190,204,144,157,50,160,112,38,21,3,1,2,3,1,2,0,349,349,,
Demos,Sponsor,Athens,Public,351,"Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate",Base,Dedication,,50.0,20,0.0180,88,5,21,20,24,190,204,144,157,50,145,130,48,35,3,1,2,3,1,2,0,351,351,,
Demos,Sponsor,Athens,Public,352,"Statue Base for Caius Caecilius Kasios, Acharneus",Base,Dedication,Before the Telestrion,50.0,20,0.0300,88,5,21,20,24,190,204,144,157,50,99,76,27,20,3,0,1,3,1,0,1,352,352,,
Demos,Sponsor,Athens,Public,353,Statue Base for an Unknown Daughter of Statilius of Sphettos,Building or Monument,Dedication,,50.0,20,0.0250,88,5,21,20,24,190,204,144,157,50,125,59,46,21,3,0,1,3,1,0,1,353,353,,
Demos,,Athens,Public,360,Contract Concerning Iulius Nikanor,Building or Monument,Other/Uncertain,,60.0,20,0.0130,88,5,21,20,24,190,204,144,157,50,1224,437,336,131,2,0,1,0,0,0,0,360,360,,
Demos,Sponsor,Athens,Public,362,"Status Base for Iulius Nikanor, New Homer and New Themistokles",Base,Dedication,,60.0,10,0.0220,88,5,21,20,24,190,204,144,157,50,103,73,28,20,3,0,1,3,1,0,0,362,362,,
Demos,Sponsor,Athens,Public,381,Statue Base for a [-]ppos Herakleitou Gargettios,Base,Dedication,,50.5,99,0.0290,88,5,21,20,24,190,204,144,157,50,58,46,16,12,1,0,1,1,1,1,0,381,381,,
Demos,Sponsor,Athens,Public,383,Statue Base for a T. Flavius,Building or Monument,Dedication,,50.5,99,0.0130,88,5,21,20,24,190,204,144,157,50,56,32,21,10,3,0,1,3,1,1,0,383,383,,
Demos,Sponsor,Athens,Public,389,Son of Tryphon Phylasios,Building or Monument,Dedication,,50.5,99,0.0900,88,5,21,20,24,190,204,144,157,50,171,46,55,14,3,0,3,3,1,3,0,389,389,,
Demos,Sponsor,Athens,Public,396,Statue Base for an Unknown Hearth-Initiate,Base,Dedication,,100.5,199,0.0160,88,5,21,20,24,190,204,144,157,50,50,29,15,9,1,1,1,1,1,1,0,396,396,,
Demos,Sponsor,Athens,Public,402,Statue Base for an Unknown Individual,Base,Dedication,,100.5,199,0.0310,88,5,21,20,24,190,204,144,157,50,55,14,23,10,3,0,1,3,1,0,0,402,402,,
Demos,Sponsor,Athens,Public,410,Statue Base(?) For Unknown,Base,Dedication,,150.5,299,0.0680,88,5,21,20,24,190,204,144,157,50,39,6,17,8,2,0,0,2,0,0,0,410,410,,
Demos,Sponsor,Athens,Public,414,Statue Base for an Unknown Individual,Other/Fragment,Dedication,,150.5,299,0.0250,88,5,21,20,24,190,204,144,157,50,46,17,14,7,3,1,0,3,0,0,0,414,414,,
Demos,Sponsor,Athens,Public,421,Statue Base for an Unknown Individual,Altar,Dedication,,150.5,299,0.0260,88,5,21,20,24,190,204,144,157,50,22,9,11,6,1,0,0,1,0,0,0,421,421,,
Demos,,Athens,Public,426,Statue Base for an Unknown Individual,Base,Dedication,,150.5,299,0.0190,88,5,21,20,24,190,204,144,157,50,86,38,39,20,1,0,0,0,0,0,0,426,426,,
Demos,Sponsor,Athens,Public,440,Dedicatory Base in Honor of Ael. Lysistrate,Base,Dedication,,122.0,10,,88,5,21,20,24,190,204,144,157,50,83,48,33,18,3,1,2,3,1,2,0,440,440,,
Demos,Sponsor,Athens,Public,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,88,5,21,20,24,190,204,144,157,50,378,101,124,31,4,6,3,3,3,3,0,455,455,,
Demos,Sponsor,Athens,Public,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,1196,996,273,202,4,12,9,3,1,8,1,483,483,,
Demos,Sponsor,Athens,Public,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,255,244,51,47,4,6,5,3,1,5,0,492,492,,
Demos,Sponsor,Athens,Public,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,88,5,21,20,24,190,204,144,157,50,512,438,101,84,4,6,5,3,1,1,4,503,503,,
Demos,Sponsor,Athens,Public,517,Statue Base(?) for an Unknown Individual,Base,Dedication,,202.0,18,0.0290,88,5,21,20,24,190,204,144,157,50,55,5,16,6,1,0,1,1,1,0,1,517,517,,
Demos,Sponsor,Athens,Public,519,Statue Base for the Empress Iul. Domna,Base,Dedication,,196.5,3,,88,5,21,20,24,190,204,144,157,50,118,110,20,18,3,0,1,3,0,0,1,519,519,,
Demos,Sponsor,Athens,Public,522,"Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate",Base,Dedication,,187.5,25,0.0220,88,5,21,20,24,190,204,144,157,50,169,160,40,33,2,1,2,2,1,2,0,522,522,,
Demos,Officer,Athens,Public,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,88,5,21,20,24,190,204,144,157,50,880,812,170,146,2,10,11,1,1,11,0,523,523,,
Demos,Sponsor,Athens,Public,539,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0300,88,5,21,20,24,190,204,144,157,50,73,28,27,11,3,1,0,3,0,0,0,539,539,,
Demos,Sponsor,Athens,Public,558,Statue Base for an Unknown Son or Daughter of a Nummios,Building or Monument,Dedication,,150.5,99,0.0205,88,5,21,20,24,190,204,144,157,50,67,9,26,7,3,0,1,3,1,1,0,558,558,,
Demos,Sponsor,Athens,Public,570,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0210,88,5,21,20,24,190,204,144,157,50,22,10,10,8,3,0,0,3,0,0,0,570,570,,
Demos,Sponsor,Athens,Public,571,Statue Base for an Unknown Individual,Stele,Dedication,,150.5,99,0.0400,88,5,21,20,24,190,204,144,157,50,44,26,22,12,3,0,0,3,0,0,0,571,571,,
Demos,Sponsor,Athens,Public,572,Statue Base(?) for an Unknown Individual,Column/Herm,Dedication,,150.5,99,0.0340,88,5,21,20,24,190,204,144,157,50,28,5,16,5,2,0,0,2,0,0,0,572,572,,
Demos,Sponsor,Athens,Public,573,Statue Base for an Unknown Individual,Base,Dedication,,150.5,99,0.0200,88,5,21,20,24,190,204,144,157,50,51,38,22,16,3,0,0,3,0,0,0,573,573,,
Demos,Sponsor,Athens,Public,575,Statue Base(?) for an Unknown Individual,Base,Dedication,,150.5,99,0.0290,88,5,21,20,24,190,204,144,157,50,21,10,10,5,1,0,0,1,0,0,0,575,575,,
Demos,Sponsor,Athens,Public,588,"Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary",Other/Fragment,Dedication,,250.5,99,0.0240,88,5,21,20,24,190,204,144,157,50,168,164,38,36,4,1,1,4,1,1,0,588,588,,
Demos,Sponsor,Athens,Public,601,Statue Base for Unknown Official,Base,Dedication,,250.5,99,0.0300,88,5,21,20,24,190,204,144,157,50,134,86,52,28,1,0,0,1,0,0,0,601,601,,
Demos,Sponsor,Athens,Public,604,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,,88,5,21,20,24,190,204,144,157,50,41,14,17,8,3,0,0,3,0,0,0,604,604,,
Demos,,Athens,Public,605,Statue Base for an Unknown Individual,Base,Dedication,,250.5,99,0.0360,88,5,21,20,24,190,204,144,157,50,21,8,10,6,1,0,0,0,0,0,0,605,605,,
Demos,Sponsor,Athens,Public,620,Statue Base(?) for an Unknown Individual,Base,Other/Uncertain,,250.5,99,0.0560,88,5,21,20,24,190,204,144,157,50,27,22,14,10,3,0,0,3,0,0,0,620,620,,
Demos,Sponsor,Athens,Public,626,"Statue Base for the Sophist P. Herennius Ptolemais, Son of P. Herennius, Hierokeryx",Base,Dedication,North of the Telesterion,313.0,24,0.0220,88,5,21,20,24,190,204,144,157,50,105,93,23,20,4,4,1,3,0,1,0,626,626,,
Demos,Sponsor,Athens,Public,630,Statue Base for Ful. Plautianos,Base,Dedication,Before the Telestrion,204.0,2,0.0200,88,5,21,20,24,190,204,144,157,50,206,124,51,30,3,4,4,3,1,1,3,630,630,,
Demos,Sponsor,Athens,Public,632,"Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos",Base,Dedication,Before the Telestrion,210.0,10,0.0350,88,5,21,20,24,190,204,144,157,50,173,162,45,41,3,1,5,3,1,5,0,632,632,,
Demos,Sponsor,Athens,Public,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,88,5,21,20,24,190,204,144,157,50,1749,1355,465,326,5,6,3,3,0,3,0,638,638,,
Demos,Sponsor,Athens,Public,645,"Statue Base for Kassianos, Hierokeryx",Base,Dedication,Before the Telestrion,236.0,10,0.0350,88,5,21,20,24,190,204,144,157,50,119,115,21,19,3,6,1,3,1,1,0,645,645,,
Demos,Sponsor,Athens,Public,654,"Statue Base for Aerarios Sosipatros, Daduch",Base,Dedication,,275.0,50,0.0350,88,5,21,20,24,190,204,144,157,50,79,77,16,15,3,1,3,3,1,3,0,654,654,,
Demos,,Athens,Public,655,Letter of the Emperor Gallienus to the Athenians Concerning the Mysteries,Base,Epistle,,265.0,0,0.0180,88,5,21,20,24,190,204,144,157,50,638,276,234,85,3,5,2,0,0,0,2,655,655,,
Demos,Sponsor,Athens,Public,660,Statue Base for the Emperors Diocletian and Maximianus,Base,Dedication,,295.5,19,0.0380,88,5,21,20,24,190,204,144,157,50,129,15,32,10,1,1,2,1,1,0,2,660,660,,
Demos,Sponsor,Athens,Public,291,"Statue Base for Lysiades Phaidrou Berenikides, Dedicated by the Demos",Base,Dedication,,-40.0,10,0.0155,88,5,21,20,24,190,204,144,157,50,19,17,7,7,1,0,2,1,1,2,0,677,677,,
Demos,Sponsor,Athens,Public,291,"Statue Base for Khrysothemis Phaidrou Berenikides, Dedicated by the Demos",Base,Dedication,,-40.0,10,0.0155,88,5,21,20,24,190,204,144,157,50,9,8,4,4,1,0,2,1,1,2,0,678,678,,
Demos,Sponsor,Athens,Public,301,"Statue Base for the Daduch Theophrastos, son of the Daduch Themistokles of Hagnousios, Dedicated by the Demos",Base,Dedication,,-20.0,10,0.0235,88,5,21,20,24,190,204,144,157,50,9,8,4,4,1,1,2,1,1,2,0,679,679,,
